 2991.446      0             20            1             2021          4 
 3157.026      1             20            1             2021          4 
 2704.452      2             20            1             2021          4 
 2374.988      3             20            1             2021          4 
 1756.897      4             20            1             2021          4 
 1246.384      5             20            1             2021          4 
 740.5822      6             20            1             2021          4 
 565.8481      7             20            1             2021          4 
 712.5123      8             20            1             2021          4 
 1114.986      9             20            1             2021          4 
 1585.643      10            20            1             2021          4 
 2084.813      11            20            1             2021          4 
 2716.438      12            20            1             2021          4 
 2716.438      13            20            1             2021          4 
