 214.0352      0             20            1             2021          4 
 284.7778      1             20            1             2021          4 
 344.6064      2             20            1             2021          4 
 272.0072      3             20            1             2021          4 
 341.4987      4             20            1             2021          4 
 390.567       5             20            1             2021          4 
 425.6501      6             20            1             2021          4 
 735.6237      7             20            1             2021          4 
 1109.768      8             20            1             2021          4 
 1302.864      9             20            1             2021          4 
 1403.132      10            20            1             2021          4 
 1579.632      11            20            1             2021          4 
 1254.73       12            20            1             2021          4 
 1254.73       13            20            1             2021          4 
