 9464.25       0             20            1             2021          4 
 8417          1             20            1             2021          4 
 8204.112      2             20            1             2021          4 
 7737.163      3             20            1             2021          4 
 7594.038      4             20            1             2021          4 
 7530.638      5             20            1             2021          4 
 8204.338      6             20            1             2021          4 
 8876.987      7             20            1             2021          4 
 10111.45      8             20            1             2021          4 
 10951.51      9             20            1             2021          4 
 11936.7       10            20            1             2021          4 
 12395.4       11            20            1             2021          4 
 13079.19      12            20            1             2021          4 
 13079.19      13            20            1             2021          4 
