 1619.86       0             20            1             2021          4 
 1491.133      1             20            1             2021          4 
 1280.868      2             20            1             2021          4 
 1281.234      3             20            1             2021          4 
 1127.991      4             20            1             2021          4 
 933.2662      5             20            1             2021          4 
 888.7072      6             20            1             2021          4 
 477.3539      7             20            1             2021          4 
 213.2033      8             20            1             2021          4 
 144.1694      9             20            1             2021          4 
 405.2929      10            20            1             2021          4 
 374.3339      11            20            1             2021          4 
 1156.589      12            20            1             2021          4 
 1156.589      13            20            1             2021          4 
