-11.48242      0             2             2             2021          3 
-4.857422      1             2             2             2021          3 
-30.10107      2             2             2             2021          3 
-8.193848      3             2             2             2021          3 
 60.78804      4             2             2             2021          3 
 108.8997      5             2             2             2021          3 
 172.264       6             2             2             2021          3 
 167.0205      7             2             2             2021          3 
 136.6952      8             2             2             2021          3 
 57.10449      9             2             2             2021          3 
-19.29023      10            2             2             2021          3 
-120.8758      11            2             2             2021          3 
-232.7871      12            2             2             2021          3 
-232.7871      13            2             2             2021          3 
