 712.3252      0             20            1             2021          4 
 709.5688      1             20            1             2021          4 
 564.0214      2             20            1             2021          4 
 478.4264      3             20            1             2021          4 
 607.4326      4             20            1             2021          4 
 1056.161      5             20            1             2021          4 
 1052.776      6             20            1             2021          4 
 1333.677      7             20            1             2021          4 
 1357.662      8             20            1             2021          4 
 1121.568      9             20            1             2021          4 
 662.66        10            20            1             2021          4 
 588.8387      11            20            1             2021          4 
-16.27515      12            20            1             2021          4 
-16.27515      13            20            1             2021          4 
